Code;Product label;Exported value in 2009-Q1;Exported value in 2009-Q2;Exported value in 2009-Q3;Exported value in 2009-Q4;Exported value in 2010-Q1;Exported value in 2010-Q2;Exported value in 2010-Q3;Exported value in 2010-Q4;Exported value in 2011-Q1;Exported value in 2011-Q2;Exported value in 2011-Q3;Exported value in 2011-Q4;Exported value in 2012-Q1;Exported value in 2012-Q2;Exported value in 2012-Q3;Exported value in 2012-Q4;Exported value in 2013-Q1;Exported value in 2013-Q2;Exported value in 2013-Q3;Exported value in 2013-Q4;
TOTAL;"All products";3284411;3675937;3487704;3636582;4122130;4466764;4203912;5125119;5308813;5827898;5356163;5317724;5656267;5445465;5081369;5462491;5378117;5740812;5229691;5829601;
;"Leather";102650;111189;121155;81631;114967;98918;103387;103675;121998;122969;111371;93097;111250;88860;91050;87648;106280;97778;103454;101370;
640399;"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...";46407;33226;42032;30372;55186;32402;27101;36796;51356;36423;26837;29854;43102;22250;21720;26776;41117;26552;24832;28275;
640610;"Uppers and parts thereof (excl. stiffeners and general parts made of asbestos)";15057;21185;19323;11791;16409;17487;14687;16199;18089;23384;21088;18227;16973;17341;13426;14559;16134;21533;16248;19575;
640391;"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather, ...";3111;13633;21499;4874;2271;11573;20126;6972;3941;14821;21799;4373;3261;8009;15256;3812;4355;7546;16584;6276;
420221;"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...";3283;3294;3219;2801;4418;3376;3781;3381;4078;3674;3953;3096;4403;4071;4568;3884;5188;4894;3875;5022;
640359;"Footwear with outer soles and uppers of leather (excl. covering the ankle, incorporating a ...";6553;4183;2938;3887;6014;4279;2680;4611;6470;4502;3022;4824;6863;4118;2902;3892;4726;4121;3755;4738;
640510;"Footwear with uppers of leather or composition leather (excl. with outer soles of rubber, plastics, ...";1907;6272;4469;5301;5008;3545;8472;9444;7327;9294;8460;7055;7545;5071;5703;6795;5806;5935;4699;4503;
420330;"Belts and bandoliers, of leather or composition leather";4326;4680;4344;3453;3321;4106;3718;4884;3609;4117;2996;4005;3215;3191;2323;3784;2222;1913;1626;3438;
640299;"Footwear with outer soles and uppers of rubber or plastics (excl. covering the ankle or with ...";1274;1483;433;859;1999;682;315;960;2942;1565;183;1554;5135;844;229;2221;5440;986;1036;2977;
640590;"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...";4636;2729;3321;3314;3493;2576;3723;2378;4754;2630;2167;719;1076;1364;2255;1619;2525;1680;2293;2589;
640291;"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excl. waterproof ...";35;2277;2505;624;35;2307;3059;828;495;2632;4512;1452;76;2839;4002;501;90;3932;7143;2496;
420310;"Articles of apparel, of leather or composition leather (excl. clothing accessories, footware ...";1489;2054;4139;2865;2390;2620;3231;2942;2288;2176;3743;3150;2498;5247;4838;2650;1739;1786;5375;2383;
640699;"Parts of footwear (excluding outer soles and heels of rubber or plastics, uppers and parts ...";2371;4519;1421;882;1056;1481;1451;1674;2059;2141;1501;999;848;1162;1281;1654;1761;1287;1691;2364;
640192;"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...";1673;2217;1737;2025;1746;1614;1171;1625;1758;2328;1841;2037;2556;2078;1517;2105;2121;2489;1812;2057;
640520;"Footwear with uppers of textile materials (excl. with outer soles of rubber, plastics, leather ...";904;588;948;693;723;1204;876;964;855;1256;815;639;467;621;613;859;1071;1158;1070;1578;
420100;"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...";567;686;498;807;776;724;801;1252;1165;1356;852;1040;1112;1169;906;1309;1431;1560;1235;1444;
640419;"Footwear with outer soles of rubber or plastics and uppers of textile materials (excl. sports ...";1826;1185;968;148;1724;1979;723;1;1941;1972;1468;1930;3410;2329;1682;2173;2818;2046;1346;1386;
410221;"Raw skins of sheep or lambs, without wool on, pickled, whether or not split";0;0;121;0;32;0;39;52;0;0;0;0;0;0;0;0;99;381;2031;1361;
420329;"Gloves, mittens and mitts, of leather or composition leather (excl. special sports gloves)";686;495;483;642;708;767;481;616;770;1158;877;1169;1235;1029;582;896;1120;1237;902;1230;
640620;"Outer soles and heels, of rubber or plastics";670;322;390;601;689;520;349;1033;940;1091;672;1318;1081;994;2196;2324;1453;1016;409;977;
420500;"Articles of leather or composition leather (excl. saddlery and harness bags; cases and similar ...";717;655;1408;1912;1141;958;1077;1648;547;631;363;355;796;608;621;742;914;1196;802;890;
420231;"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...";619;1303;762;434;977;960;788;940;685;542;362;470;499;486;546;648;714;1030;891;835;
420211;"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...";560;526;632;730;998;704;503;933;976;999;796;681;558;664;601;867;661;832;709;774;
420229;"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...";134;397;207;508;780;657;538;445;608;288;243;290;842;282;246;110;294;155;777;772;
640212;"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...";0;0;0;225;0;512;821;1109;1246;994;908;920;582;576;857;610;2;354;332;610;
420299;"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...";350;210;186;278;123;62;84;82;92;83;105;63;126;119;131;193;305;311;322;397;
640340;"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...";212;143;196;194;196;264;129;261;262;363;222;511;305;150;83;145;203;346;147;354;
420292;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";13;100;31;65;102;62;370;151;124;196;42;73;417;206;185;337;278;323;191;328;
640351;"Footwear with outer soles and uppers of leather, covering the ankle (excl. incorporating a ...";153;2;130;7;36;85;284;41;81;13;95;128;263;159;291;207;204;59;373;308;
420291;"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...";6;40;11;44;93;82;39;75;700;394;63;106;181;82;154;91;202;124;77;271;
640199;"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...";24;40;61;45;75;57;76;19;115;208;294;328;225;279;136;234;53;40;85;268;
